subject,W.ML,W.mean,W.median,W.MAP,W.sd,W.lower,W.upper,Wlog.mean,Wlog.sd,MAP.BIC
146,0.0298828125,0.0347516961056,0.0330205927631,0.0299073814172,0.00953069562514,0.0193778194489,0.0532646987146,-3.3930661492,0.25459736072,15.0931931498
147,0.029296875,0.0330285053343,0.0308082478595,0.0292965742334,0.00897717471433,0.0189338970203,0.0505162912027,-3.44403686579,0.255085627291,18.4762237507
148,0.035546875,0.0407285331383,0.0389620490924,0.0354916747056,0.0110609625945,0.0241584843835,0.0652597078207,-3.23390108464,0.252267450111,19.4942698219
149,0.02177734375,0.0254080998865,0.024086986439,0.0217695499039,0.00711121678393,0.0143276419535,0.0396645341816,-3.70880236461,0.265845895849,16.0746572039
150,0.0244140625,0.0278321981387,0.0263274858935,0.0243809525882,0.00727592071387,0.0164725244139,0.0422260384929,-3.61304718027,0.247612979767,15.0471611153
151,0.01904296875,0.0218041563228,0.0208817840579,0.0190317942422,0.00628265429203,0.0130903119364,0.0338061846943,-3.862340431,0.265890645342,12.8365367062
152,0.02197265625,0.0251674590234,0.0237560215697,0.0220088620881,0.00679114081371,0.0153673633759,0.0392981213209,-3.714829282,0.250806628648,12.1213503991
153,0.03056640625,0.0345356901751,0.0327686518228,0.0305886546403,0.00875030967604,0.0213680987518,0.0511914740543,-3.39413869949,0.23316794462,19.2660909737
154,0.014208984375,0.0162608106673,0.0156715098418,0.0142095203681,0.00457238350909,0.00938864656277,0.0246128177406,-4.15503689605,0.265312560056,8.03601725369
155,0.0443359375,0.0552267329092,0.0516206032885,0.0442827144293,0.0174097809857,0.0273221447136,0.0868409183707,-2.94168931274,0.297191671712,22.7042757214
156,0.02392578125,0.0273873692222,0.0259569448219,0.0238891828443,0.00737064758627,0.0151142137732,0.0420598838212,-3.63114503653,0.255562859785,15.6156262023
157,0.02119140625,0.0244144172352,0.0231870478019,0.0212259774152,0.00752400461417,0.013786607017,0.0371543252527,-3.75217182222,0.274750594226,15.7899097231
158,0.0330078125,0.0370075038331,0.0354493214219,0.032977605023,0.00945366865327,0.0219340074168,0.0533403412123,-3.32593005916,0.237895351503,13.5792817704
159,0.02880859375,0.0317671075821,0.0301784457412,0.0287994484464,0.00780934037557,0.0167308084721,0.0465336705405,-3.47782836532,0.236590950247,18.1948161842
160,0.0203125,0.0232566861043,0.0226743030744,0.0203003470173,0.00557949326632,0.0137888458009,0.0338045224465,-3.78809288735,0.230001737275,12.3802563528
161,0.03232421875,0.0368623541417,0.0345080784683,0.0322979807399,0.0102740690464,0.0217706684516,0.0587889737573,-3.33599299135,0.26185792747,19.0167801725
162,0.028515625,0.0327746506346,0.0303447459249,0.0284442100615,0.00954407160588,0.0198402542835,0.0510830367296,-3.45590738104,0.2698342809,19.873162868
163,0.02626953125,0.0289691834178,0.0278271731136,0.0262833165754,0.00740977076328,0.0169338858474,0.0430388099106,-3.57100514099,0.239149489016,12.7889204217
164,0.0205078125,0.0234469487154,0.0227898153504,0.02047449935,0.00605384654404,0.0141982879212,0.036038973393,-3.78379144877,0.245033628527,15.3553710338
165,0.0193359375,0.0217538536245,0.020580656676,0.0192656378927,0.00646861956567,0.0112787490977,0.0345357999202,-3.86800294128,0.279035588056,12.3702798849
166,0.0330078125,0.0387124296019,0.0351965262566,0.0329885861901,0.0122910943499,0.0220979961664,0.0630004677752,-3.29404152392,0.282298594699,20.3607679767
167,0.0283203125,0.0326930214701,0.0310387628715,0.0283501894172,0.00954630490178,0.018798884863,0.0526638659914,-3.45810604001,0.268308164882,16.2372251004
168,0.0216796875,0.0248396444514,0.0237039399058,0.0217099507532,0.00613495944391,0.0160432356223,0.0395541673875,-3.72322013626,0.23277145017,16.2335732212
169,0.02119140625,0.0244195776586,0.0237089275855,0.0212121119769,0.00654044610829,0.0151566356279,0.0393731066586,-3.74581478263,0.256423112748,15.1434736171
170,0.02607421875,0.0295584382103,0.0279391296712,0.0260120688231,0.00819656437109,0.0174032421886,0.0441612499262,-3.55496879057,0.253486645672,16.5396331502
171,0.0296875,0.0335781678167,0.0324269383791,0.0296860929793,0.0090307394089,0.0193269457279,0.0523199738913,-3.426625501,0.252221055077,18.4536908431
172,0.0169921875,0.0197257958612,0.018985070839,0.0169817311079,0.00549639698035,0.011902463397,0.0316931094147,-3.96086213936,0.26110464882,11.9627221055
